timestamp,gazeDirectionLeft.x,gazeDirectionLeft.y,gazeDirectionLeft.z,gazeDirectionRight.x,gazeDirectionRight.y,gazeDirectionRight.z,eOpenL,eOpenR
22-06-30 12:56:04.855,0.07348634,-0.03847836,-0.9965478,0.07348634,-0.03847836,-0.9965478,0.906422,0.9816579
22-06-30 12:56:04.865,0.07553102,-0.02384615,-0.9968476,0.07553102,-0.02384615,-0.9968476,0.9207693,0.9794461
22-06-30 12:56:04.881,0.07264711,-0.02204657,-0.9971124,0.07264711,-0.02204657,-0.9971124,1,1
22-06-30 12:56:04.902,0.090683,-0.02133595,-0.9956429,0.090683,-0.02133595,-0.9956429,1,1
22-06-30 12:56:04.912,0.08419801,-0.03173058,-0.9959282,0.08419801,-0.03173058,-0.9959282,1,1
22-06-30 12:56:04.922,0.07936098,-0.02880158,-0.9964141,0.07936098,-0.02880158,-0.9964141,1,1
22-06-30 12:56:04.932,0.08114626,-0.02675728,-0.9963326,0.08114626,-0.02675728,-0.9963326,1,1
22-06-30 12:56:04.944,0.07487489,-0.03013089,-0.9967268,0.07487489,-0.03013089,-0.9967268,1,1
22-06-30 12:56:04.955,0.07377626,-0.03569719,-0.9966227,0.07377626,-0.03569719,-0.9966227,1,1
22-06-30 12:56:04.967,0.06962587,-0.03567819,-0.9969307,0.06962587,-0.03567819,-0.9969307,1,1
22-06-30 12:56:04.978,0.0749817,-0.0334302,-0.9966218,0.0749817,-0.0334302,-0.9966218,1,1
22-06-30 12:56:04.988,0.07904054,-0.02799462,-0.9964695,0.07904054,-0.02799462,-0.9964695,1,1
22-06-30 12:56:05.021,0.05770876,-0.01125614,-0.9982556,0.05770876,-0.01125614,-0.9982556,1,1
22-06-30 12:56:05.031,0.05824281,0.0006577969,-0.998287,0.05824281,0.0006577969,-0.998287,1,1
22-06-30 12:56:05.041,0.04841615,0.0007037818,-0.9988117,0.04841615,0.0007037818,-0.9988117,1,1
22-06-30 12:56:05.051,0.07759096,-0.03319877,-0.9964278,0.07759096,-0.03319877,-0.9964278,1,1
22-06-30 12:56:05.061,0.075058,-0.03342886,-0.9966066,0.075058,-0.03342886,-0.9966066,1,1
22-06-30 12:56:05.070,0.07865907,-0.02954053,-0.9964567,0.07865907,-0.02954053,-0.9964567,1,1
22-06-30 12:56:05.081,0.07212831,-0.03851674,-0.9966364,0.07212831,-0.03851674,-0.9966364,1,1
22-06-30 12:56:05.101,0.07121278,-0.03634037,-0.9967961,0.07121278,-0.03634037,-0.9967961,1,1
22-06-30 12:56:05.121,0.08241273,-0.02881071,-0.9961683,0.08241273,-0.02881071,-0.9961683,1,1
22-06-30 12:56:05.130,0.07785036,-0.03730372,-0.9962524,0.07785036,-0.03730372,-0.9962524,0.9805098,0.9952077
22-06-30 12:56:05.140,0.07250978,-0.03598012,-0.9967051,0.07250978,-0.03598012,-0.9967051,1,1
22-06-30 12:56:05.161,0.07501222,-0.02449123,-0.9968679,0.07501222,-0.02449123,-0.9968679,0.9167873,0.9008114
22-06-30 12:56:05.171,0.03059388,-0.009678483,-0.9994811,0.03059388,-0.009678483,-0.9994811,0.9167873,0.9008114
22-06-30 12:56:05.193,-0.03160096,-0.02600861,-0.9991552,-0.03160096,-0.02600861,-0.9991552,0.9339334,0.8059725
22-06-30 12:56:05.202,-0.02571107,-0.02677207,-0.9993029,-0.02571107,-0.02677207,-0.9993029,0.9339334,0.8059725
22-06-30 12:56:05.211,-0.02319336,-0.02358314,-0.999444,-0.02319336,-0.02358314,-0.999444,0.9611192,0.8139042
22-06-30 12:56:05.221,-0.02912904,-0.02789427,-0.999174,-0.02912904,-0.02789427,-0.999174,0.9611192,0.8139042
22-06-30 12:56:05.233,-0.03710938,-0.02200265,-0.9990615,-0.03710938,-0.02200265,-0.9990615,0.9697109,0.8358581
22-06-30 12:56:05.244,-0.05586244,-0.03906585,-0.9976605,-0.05586244,-0.03906585,-0.9976605,0.9925614,0.9021859
22-06-30 12:56:05.254,-0.06085207,-0.03676637,-0.9974635,-0.06085207,-0.03676637,-0.9974635,0.992806,0.905118
22-06-30 12:56:05.266,-0.06381227,-0.03493354,-0.9973482,-0.06381227,-0.03493354,-0.9973482,1,1
22-06-30 12:56:05.278,-0.05290224,-0.03752335,-0.9978874,-0.05290224,-0.03752335,-0.9978874,1,1
22-06-30 12:56:05.288,-0.04428101,-0.02399453,-0.9987186,-0.04428101,-0.02399453,-0.9987186,1,1
22-06-30 12:56:05.299,-0.03625489,-0.02500195,-0.9990288,-0.03625489,-0.02500195,-0.9990288,1,1
22-06-30 12:56:05.330,-0.02642823,-0.02614352,-0.9992965,-0.02642823,-0.02614352,-0.9992965,1,1
22-06-30 12:56:05.340,-0.02081299,-0.02354154,-0.9994936,-0.02081299,-0.02354154,-0.9994936,1,1
22-06-30 12:56:05.349,-0.05563356,-0.01867048,-0.9982655,-0.05563356,-0.01867048,-0.9982655,1,1
22-06-30 12:56:05.359,-0.0483246,-0.02067659,-0.9986107,-0.0483246,-0.02067659,-0.9986107,1,1
22-06-30 12:56:05.369,-0.05702211,-0.02137032,-0.9981364,-0.05702211,-0.02137032,-0.9981364,1,1
22-06-30 12:56:05.379,-0.06201173,-0.02050368,-0.99786,-0.06201173,-0.02050368,-0.99786,1,1
22-06-30 12:56:05.390,-0.05003358,-0.01568391,-0.9986187,-0.05003358,-0.01568391,-0.9986187,1,1
22-06-30 12:56:05.400,-0.04985048,-0.0293049,-0.9983155,-0.04985048,-0.0293049,-0.9983155,1,1
22-06-30 12:56:05.411,-0.05799867,-0.02159434,-0.998071,-0.05799867,-0.02159434,-0.998071,1,1
22-06-30 12:56:05.421,-0.06425478,-0.04152552,-0.9970623,-0.06425478,-0.04152552,-0.9970623,1,1
22-06-30 12:56:05.433,-0.07504274,-0.03399395,-0.9965879,-0.07504274,-0.03399395,-0.9965879,1,1
22-06-30 12:56:05.444,-0.06721498,-0.03369221,-0.9971657,-0.06721498,-0.03369221,-0.9971657,1,1
22-06-30 12:56:05.454,-0.06152345,-0.03201367,-0.9975883,-0.06152345,-0.03201367,-0.9975883,1,1
22-06-30 12:56:05.475,-0.02917481,-0.03073622,-0.9990939,-0.02917481,-0.03073622,-0.9990939,1,1
22-06-30 12:56:05.485,-0.04637147,-0.03686459,-0.9982361,-0.04637147,-0.03686459,-0.9982361,1,1
22-06-30 12:56:05.495,-0.05737306,-0.03841811,-0.99761,-0.05737306,-0.03841811,-0.99761,1,1
22-06-30 12:56:05.505,-0.04966737,-0.03898738,-0.9979891,-0.04966737,-0.03898738,-0.9979891,1,1
22-06-30 12:56:05.515,-0.04396058,-0.03255215,-0.9984908,-0.04396058,-0.03255215,-0.9984908,1,1
22-06-30 12:56:05.524,-0.0429535,-0.02717888,-0.9987005,-0.0429535,-0.02717888,-0.9987005,1,1
22-06-30 12:56:05.536,-0.05050661,-0.02247161,-0.9984691,-0.05050661,-0.02247161,-0.9984691,1,1
22-06-30 12:56:05.547,-0.04389954,-0.03327057,-0.9984739,-0.04389954,-0.03327057,-0.9984739,1,1
22-06-30 12:56:05.557,-0.06874086,-0.04773996,-0.9964881,-0.06874086,-0.04773996,-0.9964881,1,1
22-06-30 12:56:05.567,-0.06069948,-0.04114759,-0.9972945,-0.06069948,-0.04114759,-0.9972945,1,1
22-06-30 12:56:05.577,-0.06626894,-0.03662937,-0.9971231,-0.06626894,-0.03662937,-0.9971231,1,1
22-06-30 12:56:05.588,-0.06196596,-0.03001041,-0.9976256,-0.06196596,-0.03001041,-0.9976256,1,1
22-06-30 12:56:05.599,-0.06614687,-0.01270991,-0.9977148,-0.06614687,-0.01270991,-0.9977148,1,1
22-06-30 12:56:05.621,-0.06565858,-0.01740978,-0.9976865,-0.06565858,-0.01740978,-0.9976865,1,1
22-06-30 12:56:05.643,-0.07247926,-0.04294091,-0.996433,-0.07247926,-0.04294091,-0.996433,1,1
22-06-30 12:56:05.652,-0.0475464,-0.0001276955,-0.9988614,-0.0475464,-0.0001276955,-0.9988614,1,1
22-06-30 12:56:05.663,-0.06555177,-0.03130304,-0.9973441,-0.06555177,-0.03130304,-0.9973441,1,1
22-06-30 12:56:05.673,-0.06236269,-0.03926194,-0.9972758,-0.06236269,-0.03926194,-0.9972758,1,1
22-06-30 12:56:05.684,-0.04078675,-0.0358165,-0.9985116,-0.04078675,-0.0358165,-0.9985116,1,1
22-06-30 12:56:05.695,-0.0554352,-0.006967455,-0.9984316,-0.0554352,-0.006967455,-0.9984316,1,1
22-06-30 12:56:05.705,-0.03695679,-0.04051637,-0.9984833,-0.03695679,-0.04051637,-0.9984833,1,1
22-06-30 12:56:05.714,-0.03347779,-0.04701258,-0.9983286,-0.03347779,-0.04701258,-0.9983286,1,1
22-06-30 12:56:05.724,-0.03057862,-0.0513674,-0.9982079,-0.03057862,-0.0513674,-0.9982079,1,1
22-06-30 12:56:05.733,-0.02900697,-0.04961798,-0.9983456,-0.02900697,-0.04961798,-0.9983456,1,1
22-06-30 12:56:05.744,-0.02717591,-0.04696774,-0.9985162,-0.02717591,-0.04696774,-0.9985162,1,1
22-06-30 12:56:05.754,-0.0328064,-0.04968335,-0.9982173,-0.0328064,-0.04968335,-0.9982173,1,1
22-06-30 12:56:05.767,-0.03259278,-0.03949203,-0.9986801,-0.03259278,-0.03949203,-0.9986801,1,1
22-06-30 12:56:05.789,-0.03279115,-0.04197905,-0.9985697,-0.03279115,-0.04197905,-0.9985697,1,1
22-06-30 12:56:05.799,-0.03611756,-0.03913044,-0.9985739,-0.03611756,-0.03913044,-0.9985739,1,1
22-06-30 12:56:05.810,-0.03878785,-0.04637074,-0.9981703,-0.03878785,-0.04637074,-0.9981703,1,1
22-06-30 12:56:05.822,-0.05697633,-0.003085762,-0.9983577,-0.05697633,-0.003085762,-0.9983577,1,1
22-06-30 12:56:05.832,-0.1091309,0.1883107,-0.9760134,-0.1091309,0.1883107,-0.9760134,1,1
22-06-30 12:56:05.854,-0.05836488,0.006587021,-0.9982696,-0.05836488,0.006587021,-0.9982696,1,1
22-06-30 12:56:05.864,-0.07699586,-0.008464359,-0.9969834,-0.07699586,-0.008464359,-0.9969834,1,1
22-06-30 12:56:05.874,-0.06474306,-0.004438445,-0.997887,-0.06474306,-0.004438445,-0.997887,1,1
22-06-30 12:56:05.883,-0.06858827,-0.01681087,-0.9974937,-0.06858827,-0.01681087,-0.9974937,1,1
22-06-30 12:56:05.893,-0.04960634,-0.03181112,-0.9982493,-0.04960634,-0.03181112,-0.9982493,1,1
22-06-30 12:56:05.903,-0.03131104,-0.04227319,-0.9986053,-0.03131104,-0.04227319,-0.9986053,1,1
22-06-30 12:56:05.912,-0.02980042,-0.03930107,-0.9987733,-0.02980042,-0.03930107,-0.9987733,1,1
22-06-30 12:56:05.922,-0.02885438,-0.0391352,-0.9988033,-0.02885438,-0.0391352,-0.9988033,1,1
22-06-30 12:56:05.942,0.01109314,-0.056951,-0.9983014,0.01109314,-0.056951,-0.9983014,1,1
22-06-30 12:56:05.952,0.05867006,-0.05081487,-0.9969696,0.05867006,-0.05081487,-0.9969696,1,1
22-06-30 12:56:05.962,0.07165529,-0.02460504,-0.9971184,0.07165529,-0.02460504,-0.9971184,1,1
22-06-30 12:56:05.972,0.09423831,-0.04069217,-0.9947152,0.09423831,-0.04069217,-0.9947152,1,1
22-06-30 12:56:05.990,0.06170656,-0.02425048,-0.9977926,0.06170656,-0.02425048,-0.9977926,1,1
22-06-30 12:56:06.001,0.06114198,-0.00214579,-0.9981182,0.06114198,-0.00214579,-0.9981182,1,1
22-06-30 12:56:06.011,0.06448366,-0.009950601,-0.9978642,0.06448366,-0.009950601,-0.9978642,1,1
22-06-30 12:56:06.021,0.08049013,-0.04682412,-0.9956492,0.08049013,-0.04682412,-0.9956492,1,1
22-06-30 12:56:06.032,0.0825348,-0.04644334,-0.9954987,0.0825348,-0.04644334,-0.9954987,1,1
22-06-30 12:56:06.043,0.08850099,-0.02771132,-0.9956825,0.08850099,-0.02771132,-0.9956825,1,1
22-06-30 12:56:06.054,0.09020998,-0.02542114,-0.9955918,0.09020998,-0.02542114,-0.9955918,1,1
22-06-30 12:56:06.070,0.08587648,-0.01274679,-0.9962106,0.08587648,-0.01274679,-0.9962106,1,1
22-06-30 12:56:06.081,0.0729828,-0.007312521,-0.9972986,0.0729828,-0.007312521,-0.9972986,1,1
22-06-30 12:56:06.102,0.09078981,-0.03507056,-0.9952376,0.09078981,-0.03507056,-0.9952376,1,1
22-06-30 12:56:06.111,0.08456422,-0.02766457,-0.9960235,0.08456422,-0.02766457,-0.9960235,0.9538202,0.9909575
22-06-30 12:56:06.122,0.08320619,-0.02811737,-0.9961218,0.08320619,-0.02811737,-0.9961218,0.9538202,0.9909575
22-06-30 12:56:06.133,0.09700015,-0.08463062,-0.9916676,0.09700015,-0.08463062,-0.9916676,0.9327155,0.9252205
22-06-30 12:56:06.144,0.06744386,-0.02476845,-0.9974103,0.06744386,-0.02476845,-0.9974103,0.8638395,0.793112
22-06-30 12:56:12.775,-0.01164246,0.09043144,-0.9958328,-0.01164246,0.09043144,-0.9958328,0,0
22-06-30 12:56:12.786,-0.03382874,0.04399103,-0.9984479,-0.03382874,0.04399103,-0.9984479,0,0
22-06-30 12:56:12.797,-0.025589,0.04599886,-0.9986084,-0.025589,0.04599886,-0.9986084,0.7555797,0.1144215
22-06-30 12:56:12.808,-0.0139618,0.07875294,-0.996787,-0.0139618,0.07875294,-0.996787,0.7632328,0.1253484
22-06-30 12:56:12.822,-0.01022339,0.06181063,-0.998031,-0.01022339,0.06181063,-0.998031,0.7759834,0.1272912
22-06-30 12:56:12.833,-0.04411317,0.02482122,-0.998716,-0.04411317,0.02482122,-0.998716,0.7759834,0.1272912
22-06-30 12:56:12.843,-0.02378846,0.04522685,-0.9986786,-0.02378846,0.04522685,-0.9986786,0.777149,0.1296234
22-06-30 12:56:12.853,-0.03323365,-0.002062552,-0.9994427,-0.03323365,-0.002062552,-0.9994427,0.777149,0.1296234
22-06-30 12:56:12.864,-0.03796387,0.009520382,-0.9992307,-0.03796387,0.009520382,-0.9992307,0.7422737,0.113894
22-06-30 12:56:12.876,-0.044693,-0.01053411,-0.9989314,-0.044693,-0.01053411,-0.9989314,0.7491173,0.1161912
22-06-30 12:56:12.896,-0.05407716,-0.1084399,-0.9926174,-0.05407716,-0.1084399,-0.9926174,0.7493731,0.1203058
22-06-30 12:56:12.907,-0.06066896,-0.1005611,-0.9930769,-0.06066896,-0.1005611,-0.9930769,0.7614116,0.1326979
22-06-30 12:56:12.929,-0.07084657,-0.132386,-0.9886537,-0.07084657,-0.132386,-0.9886537,0.7502267,0.1321828
22-06-30 12:56:12.950,-0.05126955,-0.07916345,-0.995531,-0.05126955,-0.07916345,-0.995531,0.7579716,0.1195378
22-06-30 12:56:12.960,-0.05902101,-0.09592301,-0.9936358,-0.05902101,-0.09592301,-0.9936358,0.7539716,0.03870234
22-06-30 12:56:12.970,-0.05712892,-0.09072113,-0.9942288,-0.05712892,-0.09072113,-0.9942288,0.7539716,0.03870234
22-06-30 12:56:12.980,-0.05552675,-0.08735456,-0.9946153,-0.05552675,-0.08735456,-0.9946153,0.7531348,0.03887437
22-06-30 12:56:12.990,-0.05886842,-0.08793142,-0.994381,-0.05886842,-0.08793142,-0.994381,0.7727347,0.04656499
22-06-30 12:56:12.999,-0.06158449,-0.08992328,-0.9940382,-0.06158449,-0.08992328,-0.9940382,0.7727347,0.04656499
22-06-30 12:56:13.008,-0.06301881,-0.08885125,-0.9940401,-0.06301881,-0.08885125,-0.9940401,0.7849766,0.04871155
22-06-30 12:56:13.018,-0.05078126,-0.08012375,-0.9954776,-0.05078126,-0.08012375,-0.9954776,0.7849766,0.04871155
22-06-30 12:56:13.029,-0.0602112,-0.09141961,-0.9939839,-0.0602112,-0.09141961,-0.9939839,0.7816122,0.04345635
22-06-30 12:56:13.040,-0.06382753,-0.06783911,-0.9956486,-0.06382753,-0.06783911,-0.9956486,0.7869682,0.04565561
22-06-30 12:56:13.052,-0.05979921,-0.0803396,-0.9949685,-0.05979921,-0.0803396,-0.9949685,0.7869682,0.04565561
22-06-30 12:56:13.063,-0.05541994,-0.08394959,-0.9949131,-0.05541994,-0.08394959,-0.9949131,0.7810649,0.05699273
22-06-30 12:56:13.074,-0.06167604,-0.08219999,-0.9946985,-0.06167604,-0.08219999,-0.9946985,0.7769869,0.05225985
22-06-30 12:56:13.093,-0.06340028,-0.0508048,-0.9966795,-0.06340028,-0.0508048,-0.9966795,0.7947953,0.04794779
22-06-30 12:56:13.104,-0.06109621,-0.07199498,-0.9955301,-0.06109621,-0.07199498,-0.9955301,0.7947953,0.04794779
22-06-30 12:56:13.113,-0.05963136,-0.06321619,-0.9962063,-0.05963136,-0.06321619,-0.9962063,0.8082097,0.0416442
22-06-30 12:56:13.129,-0.05831911,-0.06992313,-0.9958339,-0.05831911,-0.06992313,-0.9958339,0.8209249,0.06906484
22-06-30 12:56:13.139,-0.05920412,-0.06763504,-0.9959422,-0.05920412,-0.06763504,-0.9959422,0.8196585,0.07447457
22-06-30 12:56:13.148,-0.05920412,-0.06763504,-0.9959422,-0.05920412,-0.06763504,-0.9959422,0.8196585,0.07447457
22-06-30 12:56:13.158,-0.06398012,-0.06867515,-0.9955755,-0.06398012,-0.06867515,-0.9955755,0.8241621,0.065451
22-06-30 12:56:13.167,-0.06492616,-0.06337066,-0.9958711,-0.06492616,-0.06337066,-0.9958711,0.8241621,0.065451
22-06-30 12:56:13.177,-0.06410219,-0.08407158,-0.9943817,-0.06410219,-0.08407158,-0.9943817,0.7762328,0.04974008
22-06-30 12:56:13.187,-0.07406618,-0.06707603,-0.9949801,-0.07406618,-0.06707603,-0.9949801,0.7762328,0.04974008
22-06-30 12:56:13.199,-0.06250001,-0.07029706,-0.9955561,-0.06250001,-0.07029706,-0.9955561,0.7727962,0.01412533
22-06-30 12:56:13.210,-0.01870728,-0.1036358,-0.9944315,-0.01870728,-0.1036358,-0.9944315,0.7744259,0.028565
22-06-30 12:56:13.220,0.008010866,-0.06403928,-0.9979111,0.008010866,-0.06403928,-0.9979111,0.7744259,0.028565
22-06-30 12:56:13.229,0.05377199,-0.07449607,-0.9957554,0.05377199,-0.07449607,-0.9957554,0.7835954,0.0337384
22-06-30 12:56:13.251,0.04388428,-0.05796964,-0.9973392,0.04388428,-0.05796964,-0.9973392,0.8031002,0.03779586
22-06-30 12:56:13.261,0.04232789,-0.05038373,-0.9978192,0.04232789,-0.05038373,-0.9978192,0.8136699,0.03755172
22-06-30 12:56:13.271,0.0431366,-0.01785325,-0.9989038,0.0431366,-0.01785325,-0.9989038,0.8136699,0.03755172
22-06-30 12:56:13.282,0.04421998,-0.04387897,-0.9980512,0.04421998,-0.04387897,-0.9980512,0.846688,0.02940685
22-06-30 12:56:13.293,0.04078675,-0.05755466,-0.9974982,0.04078675,-0.05755466,-0.9974982,0.8833916,0.04378331
22-06-30 12:56:13.304,0.04010011,-0.03629304,-0.9985311,0.04010011,-0.03629304,-0.9985311,0.8833916,0.04378331
22-06-30 12:56:13.314,0.03750611,-0.006290443,-0.999272,0.03750611,-0.006290443,-0.999272,0.9061748,0.05425158
22-06-30 12:56:13.325,0.02966309,-0.02537151,-0.9992262,0.02966309,-0.02537151,-0.9992262,0.8711172,0.03289496
22-06-30 12:56:13.335,0.03706361,-0.02446327,-0.9989994,0.03706361,-0.02446327,-0.9989994,0.8711172,0.03234679
