timestamp,gazeDirectionLeft.x,gazeDirectionLeft.y,gazeDirectionLeft.z,gazeDirectionRight.x,gazeDirectionRight.y,gazeDirectionRight.z
 ,-0.05233766,-0.0235178,-0.9983469,-0.05233766,-0.0235178,-0.9983469
 ,-0.05513002,-0.02966231,-0.9980237,-0.05513002,-0.02966231,-0.9980237
 ,-0.0496216,-0.02606639,-0.9984149,-0.0496216,-0.02606639,-0.9984149
 ,-0.05334474,-0.0302063,-0.9981139,-0.05334474,-0.0302063,-0.9981139
 ,-0.05497743,-0.03204691,-0.9979683,-0.05497743,-0.03204691,-0.9979683
 ,-0.04940797,-0.03643954,-0.9981047,-0.04940797,-0.03643954,-0.9981047
 ,-0.05389406,-0.0337323,-0.9979739,-0.05389406,-0.0337323,-0.9979739
 ,-0.05204774,-0.03545073,-0.9980074,-0.05204774,-0.03545073,-0.9980074
 ,-0.05194093,-0.03627557,-0.9979813,-0.05194093,-0.03627557,-0.9979813
 ,-0.05088808,-0.03678384,-0.9980133,-0.05088808,-0.03678384,-0.9980133
 ,-0.05256654,-0.03651744,-0.9979447,-0.05256654,-0.03651744,-0.9979447
 ,-0.05374147,-0.03422137,-0.9979618,-0.05374147,-0.03422137,-0.9979618
 ,-0.0543213,-0.03243225,-0.9979959,-0.0543213,-0.03243225,-0.9979959
 ,-0.05294801,-0.03294186,-0.9980432,-0.05294801,-0.03294186,-0.9980432
 ,-0.05322267,-0.0320853,-0.9980568,-0.05322267,-0.0320853,-0.9980568
 ,-0.05552675,-0.03161598,-0.9979447,-0.05552675,-0.03161598,-0.9979447
 ,-0.05567934,-0.0331579,-0.9978863,-0.05567934,-0.0331579,-0.9978863
 ,-0.05555727,-0.03457955,-0.997854,-0.05555727,-0.03457955,-0.997854
 ,-0.05545045,-0.03486969,-0.9978439,-0.05545045,-0.03486969,-0.9978439
 ,-0.04045106,-0.01385602,-0.9990849,-0.04045106,-0.01385602,-0.9990849
 ,-0.04769899,0.02919675,-0.998425,-0.04769899,0.02919675,-0.998425
 ,-0.04284669,0.06245683,-0.9971226,-0.04284669,0.06245683,-0.9971226
 ,-0.02999879,0.1296589,-0.9911007,-0.02999879,0.1296589,-0.9911007
 ,-0.03175355,0.1640691,-0.9859319,-0.03175355,0.1640691,-0.9859319
 ,-0.01533509,0.1860502,-0.9824173,-0.01533509,0.1860502,-0.9824173
 ,-0.006729128,0.1923984,-0.981288,-0.006729128,0.1923984,-0.981288
 ,-0.01397705,0.1858625,-0.9824622,-0.01397705,0.1858625,-0.9824622
 ,-0.01980591,0.1823665,-0.9830294,-0.01980591,0.1823665,-0.9830294
 ,-0.009460451,0.1906091,-0.9816062,-0.009460451,0.1906091,-0.9816062
 ,-0.01539612,0.1898206,-0.9816904,-0.01539612,0.1898206,-0.9816904
 ,-0.01431275,0.1909099,-0.9814947,-0.01431275,0.1909099,-0.9814947
 ,-0.0151825,0.1944799,-0.9807808,-0.0151825,0.1944799,-0.9807808
 ,-0.01354981,0.1944938,-0.9807973,-0.01354981,0.1944938,-0.9807973
 ,-0.01586914,0.1911776,-0.9814107,-0.01586914,0.1911776,-0.9814107
 ,-0.01564026,0.1916125,-0.9813417,-0.01564026,0.1916125,-0.9813417
 ,-0.01724244,0.1931269,-0.9810146,-0.01724244,0.1931269,-0.9810146
 ,-0.01730347,0.1920045,-0.9812381,-0.01730347,0.1920045,-0.9812381
 ,-0.01763916,0.1920362,-0.9812256,-0.01763916,0.1920362,-0.9812256
 ,-0.0171814,0.192721,-0.9811018,-0.0171814,0.192721,-0.9811018
 ,-0.01707459,0.1930648,-0.9810245,-0.01707459,0.1930648,-0.9810245
 ,-0.01679993,0.1944978,-0.9807518,-0.01679993,0.1944978,-0.9807518
 ,-0.01635743,0.1934845,-0.9809541,-0.01635743,0.1934845,-0.9809541
 ,-0.01777649,0.1921466,-0.9811893,-0.01777649,0.1921466,-0.9811893
 ,-0.0151062,0.192532,-0.9811617,-0.0151062,0.192532,-0.9811617
 ,-0.015625,0.1908187,-0.9814867,-0.015625,0.1908187,-0.9814867
 ,-0.01564026,0.1897736,-0.9817015,-0.01564026,0.1897736,-0.9817015
 ,-0.01545716,0.1902733,-0.9815921,-0.01545716,0.1902733,-0.9815921
 ,-0.01470948,0.1915339,-0.9813654,-0.01470948,0.1915339,-0.9813654
 ,-0.01356507,0.1918901,-0.98132,-0.01356507,0.1918901,-0.98132
 ,-0.01283265,0.1922643,-0.9812455,-0.01283265,0.1922643,-0.9812455
 ,-0.01345826,0.1918597,-0.9813173,-0.01345826,0.1918597,-0.9813173
 ,-0.01470948,0.1919701,-0.981281,-0.01470948,0.1919701,-0.981281
 ,-0.01452637,0.1926093,-0.9811532,-0.01452637,0.1926093,-0.9811532
 ,-0.01423645,0.1930138,-0.9810814,-0.01423645,0.1930138,-0.9810814
 ,-0.01391602,0.1932154,-0.981053,-0.01391602,0.1932154,-0.981053
 ,-0.01382447,0.1918597,-0.9813173,-0.01382447,0.1918597,-0.9813173
 ,-0.01538086,0.1900235,-0.9816469,-0.01538086,0.1900235,-0.9816469
 ,-0.01528931,0.1915035,-0.9813628,-0.01528931,0.1915035,-0.9813628
 ,-0.01405335,0.1928578,-0.9811137,-0.01405335,0.1928578,-0.9811137
 ,-0.01417542,0.1926397,-0.9811559,-0.01417542,0.1926397,-0.9811559
 ,-0.0141449,0.1917355,-0.9813371,-0.0141449,0.1917355,-0.9813371
 ,-0.0141449,0.1927957,-0.9811236,-0.0141449,0.1927957,-0.9811236
 ,-0.01432801,0.1931229,-0.9810603,-0.01432801,0.1931229,-0.9810603
 ,-0.0142212,0.1933093,-0.9810306,-0.0142212,0.1933093,-0.9810306
 ,-0.01408387,0.1931381,-0.9810616,-0.01408387,0.1931381,-0.9810616
 ,-0.01455689,0.1929517,-0.9810911,-0.01455689,0.1929517,-0.9810911
 ,-0.01501465,0.1931546,-0.9810476,-0.01501465,0.1931546,-0.9810476
 ,-0.01460266,0.1935909,-0.9809633,-0.01460266,0.1935909,-0.9809633
 ,-0.01464844,0.1928274,-0.981111,-0.01464844,0.1928274,-0.981111
 ,-0.01553345,0.1933272,-0.9810015,-0.01553345,0.1933272,-0.9810015
 ,-0.01448059,0.1926397,-0.9811559,-0.01448059,0.1926397,-0.9811559
 ,-0.01533509,0.1917989,-0.981312,-0.01533509,0.1917989,-0.981312
 ,-0.01541138,0.1925168,-0.9811604,-0.01541138,0.1925168,-0.9811604
 ,-0.01573182,0.192797,-0.9811084,-0.01573182,0.192797,-0.9811084
 ,-0.01599121,0.192688,-0.9811295,-0.01599121,0.192688,-0.9811295
 ,-0.01586914,0.1926576,-0.9811268,-0.01586914,0.1926576,-0.9811268
 ,-0.01638794,0.1929074,-0.9810721,-0.01638794,0.1929074,-0.9810721
 ,-0.01644898,0.1928453,-0.9810818,-0.01644898,0.1928453,-0.9810818
 ,-0.01707459,0.1923938,-0.9811651,-0.01707459,0.1923938,-0.9811651
 ,-0.01705933,0.1920514,-0.9812269,-0.01705933,0.1920514,-0.9812269
 ,-0.01654053,0.1911003,-0.9814194,-0.01654053,0.1911003,-0.9814194
 ,-0.01779175,0.1914757,-0.9813297,-0.01779175,0.1914757,-0.9813297
 ,-0.01760865,0.1913515,-0.9813495,-0.01760865,0.1913515,-0.9813495
 ,-0.01686097,0.1911789,-0.9813956,-0.01686097,0.1911789,-0.9813956
 ,-0.01657105,0.1895581,-0.9817133,-0.01657105,0.1895581,-0.9817133
 ,-0.01701355,0.1906336,-0.9815011,-0.01701355,0.1906336,-0.9815011
 ,-0.0174408,0.1898398,-0.9816461,-0.0174408,0.1898398,-0.9816461
 ,-0.01776123,0.1893096,-0.9817529,-0.01776123,0.1893096,-0.9817529
 ,-0.0174408,0.1899488,-0.981625,-0.0174408,0.1899488,-0.981625
 ,-0.01756287,0.1905093,-0.9815209,-0.01756287,0.1905093,-0.9815209
 ,-0.01733399,0.1899323,-0.9816389,-0.01733399,0.1899323,-0.9816389
 ,-0.01766968,0.1899336,-0.9816236,-0.01766968,0.1899336,-0.9816236
 ,-0.01757813,0.1900261,-0.9816165,-0.01757813,0.1900261,-0.9816165
 ,-0.01762391,0.1906653,-0.9814886,-0.01762391,0.1906653,-0.9814886
 ,-0.01751709,0.1902595,-0.9815756,-0.01751709,0.1902595,-0.9815756
 ,-0.01651001,0.1912093,-0.9813983,-0.01651001,0.1912093,-0.9813983
 ,-0.01683045,0.1911155,-0.9814208,-0.01683045,0.1911155,-0.9814208
 ,-0.01719666,0.1913971,-0.9813535,-0.01719666,0.1913971,-0.9813535
 ,-0.01699829,0.1928301,-0.9810805,-0.01699829,0.1928301,-0.9810805
 ,-0.01702881,0.1917395,-0.9812915,-0.01702881,0.1917395,-0.9812915
 ,-0.01705933,0.1905245,-0.9815222,-0.01705933,0.1905245,-0.9815222
 ,-0.01690674,0.1910533,-0.9814305,-0.01690674,0.1910533,-0.9814305
 ,-0.01698304,0.1919424,-0.981248,-0.01698304,0.1919424,-0.981248
 ,-0.01715088,0.1922392,-0.9811821,-0.01715088,0.1922392,-0.9811821
 ,-0.01663208,0.1924408,-0.9811537,-0.01663208,0.1924408,-0.9811537
 ,-0.01678467,0.192877,-0.9810693,-0.01678467,0.192877,-0.9810693
 ,-0.01684571,0.1928149,-0.9810792,-0.01684571,0.1928149,-0.9810792
 ,-0.01652527,0.1929074,-0.9810721,-0.01652527,0.1929074,-0.9810721
 ,-0.01638794,0.1928922,-0.9810708,-0.01638794,0.1928922,-0.9810708
 ,-0.01663208,0.1928149,-0.9810792,-0.01663208,0.1928149,-0.9810792
 ,-0.01683045,0.192721,-0.9811018,-0.01683045,0.192721,-0.9811018
 ,-0.01689148,0.1921909,-0.9812086,-0.01689148,0.1921909,-0.9812086
 ,-0.01776123,0.1924104,-0.9811511,-0.01776123,0.1924104,-0.9811511
 ,-0.01824952,0.1923026,-0.9811571,-0.01824952,0.1923026,-0.9811571
 ,-0.01818848,0.1918195,-0.9812526,-0.01818848,0.1918195,-0.9812526
 ,-0.01831055,0.1917269,-0.9812598,-0.01831055,0.1917269,-0.9812598
 ,-0.0189209,0.1906515,-0.981472,-0.0189209,0.1906515,-0.981472
 ,-0.01878357,0.1904485,-0.9815155,-0.01878357,0.1904485,-0.9815155
 ,-0.01881409,0.1906515,-0.981472,-0.01881409,0.1906515,-0.981472
 ,-0.01907349,0.1899984,-0.9815835,-0.01907349,0.1899984,-0.9815835
 ,-0.01911927,0.1902,-0.9815551,-0.01911927,0.1902,-0.9815551
 ,-0.01916504,0.1902635,-0.98153,-0.01916504,0.1902635,-0.98153
 ,-0.01792908,0.1897472,-0.9816533,-0.01792908,0.1897472,-0.9816533
 ,-0.01782227,0.1894822,-0.9817066,-0.01782227,0.1894822,-0.9817066
 ,-0.01818848,0.189623,-0.9816731,-0.01818848,0.189623,-0.9816731
 ,-0.0184784,0.1896534,-0.9816757,-0.0184784,0.1896534,-0.9816757
 ,-0.01853943,0.1897637,-0.9816394,-0.01853943,0.1897637,-0.9816394
 ,-0.01901245,0.1885488,-0.9818701,-0.01901245,0.1885488,-0.9818701
 ,-0.01890564,0.1880974,-0.9819533,-0.01890564,0.1880974,-0.9819533
 ,-0.0187378,0.1871614,-0.982147,-0.0187378,0.1871614,-0.982147
 ,-0.01905823,0.1870219,-0.9821655,-0.01905823,0.1870219,-0.9821655
 ,-0.0191803,0.1863841,-0.982278,-0.0191803,0.1863841,-0.982278
 ,-0.0191803,0.1860721,-0.9823427,-0.0191803,0.1860721,-0.9823427
 ,-0.01884461,0.1855115,-0.9824469,-0.01884461,0.1855115,-0.9824469
 ,-0.0186615,0.1860873,-0.9823442,-0.0186615,0.1860873,-0.9823442
 ,-0.01889038,0.1862115,-0.9823244,-0.01889038,0.1862115,-0.9823244
 ,-0.01879883,0.1860873,-0.9823442,-0.01879883,0.1860873,-0.9823442
 ,-0.01876831,0.1858374,-0.9823987,-0.01876831,0.1858374,-0.9823987
 ,-0.0181427,0.1862723,-0.9823296,-0.0181427,0.1862723,-0.9823296
 ,-0.01835633,0.186507,-0.9822736,-0.01835633,0.186507,-0.9822736
 ,-0.01815796,0.1868342,-0.9822103,-0.01815796,0.1868342,-0.9822103
 ,-0.01858521,0.1866009,-0.9822512,-0.01858521,0.1866009,-0.9822512
 ,-0.01815796,0.1864601,-0.9822847,-0.01815796,0.1864601,-0.9822847
 ,-0.0187378,0.1861963,-0.9823231,-0.0187378,0.1861963,-0.9823231
 ,-0.01919556,0.185963,-0.9823638,-0.01919556,0.185963,-0.9823638
 ,-0.01924134,0.185419,-0.9824541,-0.01924134,0.185419,-0.9824541
 ,-0.0192566,0.1853251,-0.9824765,-0.0192566,0.1853251,-0.9824765
 ,-0.01916504,0.1858691,-0.9823862,-0.01916504,0.1858691,-0.9823862
 ,-0.01913453,0.1862281,-0.9823104,-0.01913453,0.1862281,-0.9823104
 ,-0.01972962,0.1858705,-0.982371,-0.01972962,0.1858705,-0.982371
 ,-0.01914978,0.1869446,-0.9821739,-0.01914978,0.1869446,-0.9821739
 ,-0.01921082,0.1879731,-0.9819729,-0.01921082,0.1879731,-0.9819729
 ,-0.0192566,0.1887835,-0.981814,-0.0192566,0.1887835,-0.981814
 ,-0.01928711,0.1895152,-0.981679,-0.01928711,0.1895152,-0.981679
