timestamp,gazeDirectionLeft.x,gazeDirectionLeft.y,gazeDirectionLeft.z,gazeDirectionRight.x,gazeDirectionRight.y,gazeDirectionRight.z
 ,-0.01852417,0.1889838,-0.981801,-0.01852417,0.1889838,-0.981801
 ,-0.01881409,0.1889382,-0.981797,-0.01881409,0.1889382,-0.981797
 ,-0.01904297,0.1893275,-0.9817238,-0.01904297,0.1893275,-0.9817238
 ,-0.01994324,0.1899997,-0.9815682,-0.01994324,0.1899997,-0.9815682
 ,-0.0189209,0.1939565,-0.9808115,-0.0189209,0.1939565,-0.9808115
 ,-0.03329469,0.1896727,-0.9812791,-0.03329469,0.1896727,-0.9812791
 ,-0.1060944,0.1636924,-0.980783,-0.1060944,0.1636924,-0.980783
 ,-0.140152,0.1612285,-0.9769067,-0.140152,0.1612285,-0.9769067
 ,-0.1528473,0.1449197,-0.9775629,-0.1528473,0.1449197,-0.9775629
 ,-0.1570435,0.1528347,-0.9756821,-0.1570435,0.1528347,-0.9756821
 ,-0.1585236,0.1499827,-0.9758921,-0.1585236,0.1499827,-0.9758921
 ,-0.1599427,0.1485128,-0.975886,-0.1599427,0.1485128,-0.975886
 ,-0.1604157,0.1497773,-0.9756138,-0.1604157,0.1497773,-0.9756138
 ,-0.1601563,0.1496186,-0.9756764,-0.1601563,0.1496186,-0.9756764
 ,-0.1598969,0.149413,-0.9757503,-0.1598969,0.149413,-0.9757503
 ,-0.1604004,0.149265,-0.9756916,-0.1604004,0.149265,-0.9756916
 ,-0.1604309,0.1493437,-0.9756677,-0.1604309,0.1493437,-0.9756677
 ,-0.1607361,0.1496735,-0.9755741,-0.1607361,0.1496735,-0.9755741
 ,-0.1611481,0.1501924,-0.9754204,-0.1611481,0.1501924,-0.9754204
 ,-0.1615601,0.1506644,-0.9752779,-0.1615601,0.1506644,-0.9752779
 ,-0.1615753,0.1512236,-0.9751889,-0.1615753,0.1512236,-0.9751889
 ,-0.1626587,0.1508046,-0.9750757,-0.1626587,0.1508046,-0.9750757
 ,-0.1626129,0.1496241,-0.9752634,-0.1626129,0.1496241,-0.9752634
 ,-0.1624604,0.1479287,-0.9755592,-0.1624604,0.1479287,-0.9755592
 ,-0.1622773,0.1482367,-0.9755403,-0.1622773,0.1482367,-0.9755403
 ,-0.1625214,0.1468129,-0.9757067,-0.1625214,0.1468129,-0.9757067
 ,-0.1620484,0.1471156,-0.9757485,-0.1620484,0.1471156,-0.9757485
 ,-0.1628266,0.1475004,-0.9755524,-0.1628266,0.1475004,-0.9755524
 ,-0.1650086,0.1477339,-0.9751593,-0.1650086,0.1477339,-0.9751593
 ,-0.1904145,0.1381369,-0.9719301,-0.1904145,0.1381369,-0.9719301
 ,-0.2550202,0.09768257,-0.961973,-0.2550202,0.09768257,-0.961973
 ,-0.2853089,0.07382631,-0.9555818,-0.2853089,0.07382631,-0.9555818
 ,-0.321106,0.04442918,-0.9459946,-0.321106,0.04442918,-0.9459946
 ,-0.3812867,0.01119771,-0.9243851,-0.3812867,0.01119771,-0.9243851
 ,-0.413025,-0.001100957,-0.9107184,-0.413025,-0.001100957,-0.9107184
 ,-0.4350587,-0.01253486,-0.9002981,-0.4350587,-0.01253486,-0.9002981
 ,-0.4284669,-0.008114271,-0.9035186,-0.4284669,-0.008114271,-0.9035186
 ,-0.423401,-0.01638439,-0.9057819,-0.423401,-0.01638439,-0.9057819
 ,-0.4341737,-0.01437775,-0.9007037,-0.4341737,-0.01437775,-0.9007037
 ,-0.4336549,-0.01618949,-0.9009281,-0.4336549,-0.01618949,-0.9009281
 ,-0.4382478,-0.01437341,-0.8987281,-0.4382478,-0.01437341,-0.8987281
 ,-0.4366761,-0.0165509,-0.8994566,-0.4366761,-0.0165509,-0.8994566
 ,-0.435486,-0.01511765,-0.9000568,-0.435486,-0.01511765,-0.9000568
 ,-0.4341584,-0.01551059,-0.9006964,-0.4341584,-0.01551059,-0.9006964
 ,-0.4345704,-0.01910195,-0.9004282,-0.4345704,-0.01910195,-0.9004282
 ,-0.488144,-0.09799039,-0.867227,-0.488144,-0.09799039,-0.867227
 ,-0.4961549,-0.09853653,-0.8626146,-0.4961549,-0.09853653,-0.8626146
 ,-0.4853669,-0.102402,-0.8682808,-0.4853669,-0.102402,-0.8682808
 ,-0.4848329,-0.09013996,-0.8699355,-0.4848329,-0.09013996,-0.8699355
 ,-0.4848329,-0.0871038,-0.8702471,-0.4848329,-0.0871038,-0.8702471
 ,-0.4803621,-0.09325342,-0.8720832,-0.4803621,-0.09325342,-0.8720832
 ,-0.4839174,-0.09179246,-0.8702658,-0.4839174,-0.09179246,-0.8702658
 ,-0.4807588,-0.09356789,-0.8718261,-0.4807588,-0.09356789,-0.8718261
 ,-0.4791261,-0.09580086,-0.8724885,-0.4791261,-0.09580086,-0.8724885
 ,-0.4837648,-0.09633747,-0.8698682,-0.4837648,-0.09633747,-0.8698682
 ,-0.4868165,-0.09679656,-0.8681126,-0.4868165,-0.09679656,-0.8681126
 ,-0.4844362,-0.09666905,-0.8694563,-0.4844362,-0.09666905,-0.8694563
 ,-0.4844514,-0.09892864,-0.8691972,-0.4844514,-0.09892864,-0.8691972
 ,-0.4834138,-0.100024,-0.8696375,-0.4834138,-0.100024,-0.8696375
 ,-0.4839631,-0.09966435,-0.8693781,-0.4839631,-0.09966435,-0.8693781
 ,-0.4841615,-0.1004441,-0.8691874,-0.4841615,-0.1004441,-0.8691874
 ,-0.4831239,-0.09953836,-0.8698639,-0.4831239,-0.09953836,-0.8698639
 ,-0.4826814,-0.09610186,-0.8705015,-0.4826814,-0.09610186,-0.8705015
 ,-0.4802858,-0.09961454,-0.8714348,-0.4802858,-0.09961454,-0.8714348
 ,-0.4805299,-0.09984446,-0.8712616,-0.4805299,-0.09984446,-0.8712616
 ,-0.480774,-0.09992369,-0.8711169,-0.480774,-0.09992369,-0.8711169
 ,-0.4806978,-0.09939699,-0.8712242,-0.4806978,-0.09939699,-0.8712242
 ,-0.4814149,-0.100895,-0.8706641,-0.4814149,-0.100895,-0.8706641
 ,-0.4812471,-0.1024495,-0.8705741,-0.4812471,-0.1024495,-0.8705741
 ,-0.481125,-0.1012718,-0.8707691,-0.481125,-0.1012718,-0.8707691
 ,-0.4835511,-0.09831889,-0.8697561,-0.4835511,-0.09831889,-0.8697561
 ,-0.4810029,-0.09989785,-0.8709966,-0.4810029,-0.09989785,-0.8709966
 ,-0.4818727,-0.1022517,-0.8702391,-0.4818727,-0.1022517,-0.8702391
 ,-0.4822541,-0.1025219,-0.8700011,-0.4822541,-0.1025219,-0.8700011
 ,-0.4834596,-0.1037072,-0.8691927,-0.4834596,-0.1037072,-0.8691927
 ,-0.4824678,-0.1027835,-0.8698403,-0.4824678,-0.1027835,-0.8698403
 ,-0.4826356,-0.1042308,-0.8695759,-0.4826356,-0.1042308,-0.8695759
 ,-0.4810029,-0.1046437,-0.8704435,-0.4810029,-0.1046437,-0.8704435
 ,-0.4814607,-0.1048187,-0.8701677,-0.4814607,-0.1048187,-0.8701677
 ,-0.4818727,-0.1030712,-0.8701522,-0.4818727,-0.1030712,-0.8701522
 ,-0.4812776,-0.1057969,-0.8701434,-0.4812776,-0.1057969,-0.8701434
 ,-0.4805757,-0.1062253,-0.8704889,-0.4805757,-0.1062253,-0.8704889
 ,-0.480774,-0.1068366,-0.8702974,-0.480774,-0.1068366,-0.8702974
 ,-0.4799196,-0.1049527,-0.8709984,-0.4799196,-0.1049527,-0.8709984
 ,-0.4803926,-0.1043082,-0.8708098,-0.4803926,-0.1043082,-0.8708098
 ,-0.4804689,-0.1041079,-0.8707967,-0.4804689,-0.1041079,-0.8707967
 ,-0.4803773,-0.1025654,-0.8710235,-0.4803773,-0.1025654,-0.8710235
 ,-0.4804231,-0.1014267,-0.8711385,-0.4804231,-0.1014267,-0.8711385
 ,-0.4798127,-0.1014407,-0.8714741,-0.4798127,-0.1014407,-0.8714741
 ,-0.4873353,-0.1075207,-0.8665615,-0.4873353,-0.1075207,-0.8665615
 ,-0.4861451,-0.1069725,-0.8672987,-0.4861451,-0.1069725,-0.8672987
 ,-0.4872285,-0.1108278,-0.8661957,-0.4872285,-0.1108278,-0.8661957
 ,-0.4844056,-0.1148124,-0.8672717,-0.4844056,-0.1148124,-0.8672717
 ,-0.4833986,-0.109484,-0.8685189,-0.4833986,-0.109484,-0.8685189
 ,-0.4865113,-0.1150127,-0.8660592,-0.4865113,-0.1150127,-0.8660592
 ,-0.4862214,-0.1142852,-0.866322,-0.4862214,-0.1142852,-0.866322
 ,-0.485962,-0.1102836,-0.8669784,-0.485962,-0.1102836,-0.8669784
 ,-0.4878541,-0.1140243,-0.8654412,-0.4878541,-0.1140243,-0.8654412
 ,-0.4897615,-0.1071895,-0.8652273,-0.4897615,-0.1071895,-0.8652273
 ,-0.4845887,-0.1154541,-0.8670776,-0.4845887,-0.1154541,-0.8670776
 ,-0.4859315,-0.1126635,-0.8666937,-0.4859315,-0.1126635,-0.8666937
 ,-0.4860688,-0.109279,-0.8670511,-0.4860688,-0.109279,-0.8670511
 ,-0.4855806,-0.09898051,-0.8685647,-0.4855806,-0.09898051,-0.8685647
 ,-0.4867555,-0.1019403,-0.8675553,-0.4867555,-0.1019403,-0.8675553
 ,-0.481186,-0.09735667,-0.8711883,-0.481186,-0.09735667,-0.8711883
 ,-0.4799348,-0.1008439,-0.8714806,-0.4799348,-0.1008439,-0.8714806
 ,-0.4834901,-0.1002329,-0.8695734,-0.4834901,-0.1002329,-0.8695734
 ,-0.477646,-0.09813094,-0.8730352,-0.477646,-0.09813094,-0.8730352
 ,-0.4797059,-0.09879256,-0.8718438,-0.4797059,-0.09879256,-0.8718438
 ,-0.483719,-0.09344212,-0.8702134,-0.483719,-0.09344212,-0.8702134
 ,-0.4837343,-0.09412482,-0.8701384,-0.4837343,-0.09412482,-0.8701384
 ,-0.4849092,-0.1001954,-0.8687955,-0.4849092,-0.1001954,-0.8687955
 ,-0.4849244,-0.09185099,-0.8697094,-0.4849244,-0.09185099,-0.8697094
 ,-0.4804536,-0.09018287,-0.8723519,-0.4804536,-0.09018287,-0.8723519
 ,-0.4764405,-0.08624377,-0.8749481,-0.4764405,-0.08624377,-0.8749481
 ,-0.4791719,-0.08260606,-0.8738112,-0.4791719,-0.08260606,-0.8738112
 ,-0.4813997,-0.08620599,-0.8722403,-0.4813997,-0.08620599,-0.8722403
 ,-0.4847718,-0.08996021,-0.8699819,-0.4847718,-0.08996021,-0.8699819
 ,-0.4829713,-0.08716384,-0.8712835,-0.4829713,-0.08716384,-0.8712835
 ,-0.4842836,-0.08675038,-0.8705844,-0.4842836,-0.08675038,-0.8705844
 ,-0.48378,-0.08724554,-0.8708167,-0.48378,-0.08724554,-0.8708167
 ,-0.4837037,-0.0859588,-0.8709908,-0.4837037,-0.0859588,-0.8709908
 ,-0.4847566,-0.08701659,-0.8703008,-0.4847566,-0.08701659,-0.8703008
 ,-0.4833833,-0.0885397,-0.8709027,-0.4833833,-0.0885397,-0.8709027
 ,-0.483246,-0.08680092,-0.8711621,-0.483246,-0.08680092,-0.8711621
 ,-0.4845735,-0.08918041,-0.8701727,-0.4845735,-0.08918041,-0.8701727
 ,-0.4842378,-0.08954599,-0.8703246,-0.4842378,-0.08954599,-0.8703246
 ,-0.483368,-0.08662839,-0.8711159,-0.483368,-0.08662839,-0.8711159
 ,-0.4856416,-0.09331862,-0.8691521,-0.4856416,-0.09331862,-0.8691521
 ,-0.4832002,-0.08958132,-0.8709035,-0.4832002,-0.08958132,-0.8709035
 ,-0.4837648,-0.08689726,-0.8708626,-0.4837648,-0.08689726,-0.8708626
 ,-0.4839021,-0.08930486,-0.8705447,-0.4839021,-0.08930486,-0.8705447
 ,-0.4844667,-0.09093248,-0.8700653,-0.4844667,-0.09093248,-0.8700653
 ,-0.484192,-0.08885074,-0.8704313,-0.484192,-0.08885074,-0.8704313
 ,-0.4839479,-0.08757198,-0.8706963,-0.4839479,-0.08757198,-0.8706963
 ,-0.483368,-0.08937573,-0.8708296,-0.483368,-0.08937573,-0.8708296
 ,-0.4844056,-0.08846008,-0.870343,-0.4844056,-0.08846008,-0.870343
 ,-0.484604,-0.08802648,-0.870289,-0.484604,-0.08802648,-0.870289
 ,-0.48378,-0.089903,-0.8705536,-0.48378,-0.089903,-0.8705536
 ,-0.483368,-0.08949734,-0.8708189,-0.483368,-0.08949734,-0.8708189
 ,-0.4835969,-0.0907001,-0.8705605,-0.4835969,-0.0907001,-0.8705605
 ,-0.4836885,-0.09148522,-0.8704306,-0.4836885,-0.09148522,-0.8704306
 ,-0.48378,-0.09196632,-0.8703272,-0.48378,-0.09196632,-0.8703272
 ,-0.4839936,-0.09197221,-0.8702195,-0.4839936,-0.09197221,-0.8702195
 ,-0.4839021,-0.09218768,-0.8702313,-0.4839021,-0.09218768,-0.8702313
 ,-0.48378,-0.09216393,-0.8703099,-0.48378,-0.09216393,-0.8703099
 ,-0.4835511,-0.09249379,-0.8704036,-0.4835511,-0.09249379,-0.8704036
 ,-0.4833833,-0.09361009,-0.8703825,-0.4833833,-0.09361009,-0.8703825
 ,-0.4834901,-0.09378717,-0.8703058,-0.4834901,-0.09378717,-0.8703058
 ,-0.4814912,-0.08588278,-0.8722228,-0.4814912,-0.08588278,-0.8722228
 ,-0.4739534,-0.08866998,-0.8760686,-0.4739534,-0.08866998,-0.8760686
 ,-0.4785768,-0.09159311,-0.8732394,-0.4785768,-0.09159311,-0.8732394
 ,-0.4815217,-0.08726339,-0.8720713,-0.4815217,-0.08726339,-0.8720713
 ,-0.4767457,-0.09130086,-0.8742759,-0.4767457,-0.09130086,-0.8742759
 ,-0.4785615,-0.09292944,-0.8731073,-0.4785615,-0.09292944,-0.8731073
 ,-0.4774476,-0.09249754,-0.8737731,-0.4774476,-0.09249754,-0.8737731
 ,-0.4781953,-0.09501003,-0.8730783,-0.4781953,-0.09501003,-0.8730783
 ,-0.4784242,-0.09528821,-0.8729315,-0.4784242,-0.09528821,-0.8729315
 ,-0.4784089,-0.09597225,-0.8728716,-0.4784089,-0.09597225,-0.8728716
 ,-0.4784852,-0.09551223,-0.8728659,-0.4784852,-0.09551223,-0.8728659
 ,-0.4787599,-0.09534825,-0.8727425,-0.4787599,-0.09534825,-0.8727425
 ,-0.4789582,-0.09514134,-0.8726534,-0.4789582,-0.09514134,-0.8726534
 ,-0.479477,-0.0949654,-0.872393,-0.479477,-0.0949654,-0.872393
 ,-0.4786683,-0.09482155,-0.8728498,-0.4786683,-0.09482155,-0.8728498
 ,-0.4787446,-0.09455916,-0.8728268,-0.4787446,-0.09455916,-0.8728268
 ,-0.4782869,-0.09640318,-0.8728952,-0.4782869,-0.09640318,-0.8728952
 ,-0.4795991,-0.09143883,-0.8727015,-0.4795991,-0.09143883,-0.8727015
 ,-0.4796296,-0.09375922,-0.8724374,-0.4796296,-0.09375922,-0.8724374
 ,-0.4404908,-0.1069627,-0.8913475,-0.4404908,-0.1069627,-0.8913475
 ,-0.4322664,-0.1127509,-0.8946551,-0.4322664,-0.1127509,-0.8946551
 ,-0.4344941,-0.1100513,-0.893911,-0.4344941,-0.1100513,-0.893911
 ,-0.4410249,-0.1095771,-0.8907665,-0.4410249,-0.1095771,-0.8907665
 ,-0.4387513,-0.1135688,-0.8913976,-0.4387513,-0.1135688,-0.8913976
 ,-0.4382325,-0.1113027,-0.8919327,-0.4382325,-0.1113027,-0.8919327
 ,-0.4385072,-0.1136541,-0.8914973,-0.4385072,-0.1136541,-0.8914973
 ,-0.4395295,-0.1140801,-0.8909392,-0.4395295,-0.1140801,-0.8909392
 ,-0.4396516,-0.1145447,-0.8908219,-0.4396516,-0.1145447,-0.8908219
 ,-0.439087,-0.1145534,-0.8910969,-0.439087,-0.1145534,-0.8910969
 ,-0.4392091,-0.1145785,-0.8910335,-0.4392091,-0.1145785,-0.8910335
 ,-0.4388276,-0.1147464,-0.8912027,-0.4388276,-0.1147464,-0.8912027
 ,-0.4399263,-0.1145631,-0.8906826,-0.4399263,-0.1145631,-0.8906826
 ,-0.4408876,-0.1147955,-0.8901874,-0.4408876,-0.1147955,-0.8901874
 ,-0.4405214,-0.1138412,-0.8904853,-0.4405214,-0.1138412,-0.8904853
 ,-0.4393312,-0.1151038,-0.890911,-0.4393312,-0.1151038,-0.890911
 ,-0.4404145,-0.1156171,-0.8902993,-0.4404145,-0.1156171,-0.8902993
 ,-0.4398652,-0.1158082,-0.8905582,-0.4398652,-0.1158082,-0.8905582
 ,-0.4409181,-0.1178375,-0.8897681,-0.4409181,-0.1178375,-0.8897681
 ,-0.4409486,-0.1177298,-0.8897622,-0.4409486,-0.1177298,-0.8897622
 ,-0.4407045,-0.1193008,-0.889686,-0.4407045,-0.1193008,-0.889686
 ,-0.4367677,-0.1158487,-0.8920711,-0.4367677,-0.1158487,-0.8920711
 ,-0.3698121,-0.1393667,-0.9185799,-0.3698121,-0.1393667,-0.9185799
 ,-0.3058472,-0.1613564,-0.9382992,-0.3058472,-0.1613564,-0.9382992
 ,-0.2526093,-0.1769024,-0.9512452,-0.2526093,-0.1769024,-0.9512452
 ,-0.1664734,-0.1763645,-0.9701324,-0.1664734,-0.1763645,-0.9701324
 ,-0.1246491,-0.1819541,-0.9753717,-0.1246491,-0.1819541,-0.9753717
 ,-0.1238251,-0.1748624,-0.9767735,-0.1238251,-0.1748624,-0.9767735
 ,-0.1320191,-0.1836632,-0.9740735,-0.1320191,-0.1836632,-0.9740735
 ,-0.123703,-0.1783762,-0.9761443,-0.123703,-0.1783762,-0.9761443
 ,-0.1258087,-0.1807645,-0.9754299,-0.1258087,-0.1807645,-0.9754299
 ,-0.126175,-0.1819672,-0.9751716,-0.126175,-0.1819672,-0.9751716
 ,-0.1270142,-0.1828468,-0.9748955,-0.1270142,-0.1828468,-0.9748955
 ,-0.1275482,-0.186502,-0.9741315,-0.1275482,-0.186502,-0.9741315
 ,-0.1267853,-0.1862086,-0.9742796,-0.1267853,-0.1862086,-0.9742796
 ,-0.1251068,-0.185565,-0.974627,-0.1251068,-0.185565,-0.974627
 ,-0.1227265,-0.1847775,-0.9750788,-0.1227265,-0.1847775,-0.9750788
 ,-0.122696,-0.1844457,-0.9751385,-0.122696,-0.1844457,-0.9751385
 ,-0.1219788,-0.184379,-0.9752516,-0.1219788,-0.184379,-0.9752516
 ,-0.1216278,-0.1845779,-0.9752495,-0.1216278,-0.1845779,-0.9752495
 ,-0.1228333,-0.1856042,-0.9748993,-0.1228333,-0.1856042,-0.9748993
 ,-0.124939,-0.1889863,-0.9739908,-0.124939,-0.1889863,-0.9739908
 ,-0.1293488,-0.1923406,-0.9727628,-0.1293488,-0.1923406,-0.9727628
 ,-0.1299591,-0.1937786,-0.972392,-0.1299591,-0.1937786,-0.972392
 ,-0.129776,-0.1944434,-0.9722879,-0.129776,-0.1944434,-0.9722879
 ,-0.1306153,-0.1942682,-0.9722114,-0.1306153,-0.1942682,-0.9722114
 ,-0.1306763,-0.1957116,-0.9719012,-0.1306763,-0.1957116,-0.9719012
 ,-0.1303101,-0.1966791,-0.9717553,-0.1303101,-0.1966791,-0.9717553
 ,-0.130539,-0.1966612,-0.9717262,-0.130539,-0.1966612,-0.9717262
 ,-0.1306305,-0.198121,-0.9714301,-0.1306305,-0.198121,-0.9714301
 ,-0.1276551,-0.1876909,-0.9738897,-0.1276551,-0.1876909,-0.9738897
 ,-0.1268158,-0.1859528,-0.9743327,-0.1268158,-0.1859528,-0.9743327
 ,-0.05300905,-0.207143,-0.9768595,-0.05300905,-0.207143,-0.9768595
 ,-0.01283265,-0.202868,-0.9791175,-0.01283265,-0.202868,-0.9791175
 ,0.01933289,-0.2094765,-0.9776202,0.01933289,-0.2094765,-0.9776202
 ,0.02497865,-0.1918592,-0.9810916,0.02497865,-0.1918592,-0.9810916
 ,0.01521302,-0.1998709,-0.9797014,0.01521302,-0.1998709,-0.9797014
 ,0.02288819,-0.1945146,-0.9806294,0.02288819,-0.1945146,-0.9806294
 ,0.02090454,-0.1993653,-0.9796996,0.02090454,-0.1993653,-0.9796996
 ,0.02253724,-0.1975103,-0.9800304,0.02253724,-0.1975103,-0.9800304
 ,0.02334595,-0.197961,-0.9799297,0.02334595,-0.197961,-0.9799297
 ,0.02424622,-0.1975215,-0.9799834,0.02424622,-0.1975215,-0.9799834
 ,0.0248108,-0.1978215,-0.9799113,0.0248108,-0.1978215,-0.9799113
 ,0.02482606,-0.197039,-0.9800717,0.02482606,-0.197039,-0.9800717
 ,0.02523804,-0.1958488,-0.9802983,0.02523804,-0.1958488,-0.9802983
 ,0.02471925,-0.1960008,-0.980285,0.02471925,-0.1960008,-0.980285
 ,0.02456666,-0.1964971,-0.9801804,0.02456666,-0.1964971,-0.9801804
 ,0.02420045,-0.1965289,-0.9801929,0.02420045,-0.1965289,-0.9801929
 ,0.02392579,-0.1972671,-0.9800518,0.02392579,-0.1972671,-0.9800518
 ,0.02375794,-0.1969214,-0.9801279,0.02375794,-0.1969214,-0.9801279
 ,0.02392579,-0.1957464,-0.9803532,0.02392579,-0.1957464,-0.9803532
 ,0.02478028,-0.1934406,-0.9807847,0.02478028,-0.1934406,-0.9807847
 ,0.0253296,-0.1939673,-0.9806774,0.0253296,-0.1939673,-0.9806774
 ,0.02757264,-0.1923198,-0.9809288,0.02757264,-0.1923198,-0.9809288
 ,0.02865601,-0.1920614,-0.9809513,0.02865601,-0.1920614,-0.9809513
 ,0.0280304,-0.191988,-0.9809884,0.0280304,-0.191988,-0.9809884
 ,0.02380372,-0.1907932,-0.981338,0.02380372,-0.1907932,-0.981338
 ,0.02450562,-0.194165,-0.9806601,0.02450562,-0.194165,-0.9806601
 ,0.02461243,-0.1977772,-0.9799304,0.02461243,-0.1977772,-0.9799304
 ,0.02807618,-0.1875602,-0.9818506,0.02807618,-0.1875602,-0.9818506
 ,0.03474427,-0.1913072,-0.9809101,0.03474427,-0.1913072,-0.9809101
 ,0.03630067,-0.1964969,-0.979828,0.03630067,-0.1964969,-0.979828
 ,0.03660584,-0.19645,-0.9798169,0.03660584,-0.19645,-0.9798169
 ,0.03666688,-0.1966159,-0.979787,0.03666688,-0.1966159,-0.979787
 ,0.03671265,-0.196721,-0.9797626,0.03671265,-0.196721,-0.9797626
 ,0.03703309,-0.195275,-0.9800422,0.03703309,-0.195275,-0.9800422
 ,0.03459168,-0.1949664,-0.9801917,0.03459168,-0.1949664,-0.9801917
 ,0.02612305,-0.193438,-0.9807543,0.02612305,-0.193438,-0.9807543
 ,0.02383424,-0.1928558,-0.9809277,0.02383424,-0.1928558,-0.9809277
 ,0.02355958,-0.1930977,-0.9808913,0.02355958,-0.1930977,-0.9808913
 ,0.02383424,-0.1934585,-0.9808137,0.02383424,-0.1934585,-0.9808137
 ,0.02975465,-0.1949949,-0.9803424,0.02975465,-0.1949949,-0.9803424
 ,0.03593446,-0.196754,-0.9797903,0.03593446,-0.196754,-0.9797903
 ,0.03860474,-0.1980843,-0.9794135,0.03860474,-0.1980843,-0.9794135
 ,0.03930665,-0.2001733,-0.978955,0.03930665,-0.2001733,-0.978955
 ,0.03880311,-0.2026588,-0.9784771,0.03880311,-0.2026588,-0.9784771
 ,0.03778077,-0.2015485,-0.9787428,0.03778077,-0.2015485,-0.9787428
 ,0.02632142,-0.1979239,-0.9798564,0.02632142,-0.1979239,-0.9798564
 ,0.01852417,-0.194477,-0.9807247,0.01852417,-0.194477,-0.9807247
 ,0.01684571,-0.1949013,-0.9806722,0.01684571,-0.1949013,-0.9806722
 ,0.01571656,-0.193834,-0.9809034,0.01571656,-0.193834,-0.9809034
 ,0.01582337,-0.1933363,-0.9809929,0.01582337,-0.1933363,-0.9809929
 ,0.01643372,-0.1929894,-0.9810539,0.01643372,-0.1929894,-0.9810539
 ,0.01782227,-0.1935147,-0.9809314,0.01782227,-0.1935147,-0.9809314
 ,0.01809693,-0.193935,-0.9808333,0.01809693,-0.193935,-0.9808333
 ,0.01875306,-0.1936185,-0.9808916,0.01875306,-0.1936185,-0.9808916
 ,0.02510072,-0.1969934,-0.9800756,0.02510072,-0.1969934,-0.9800756
 ,0.03007508,-0.1977943,-0.9797758,0.03007508,-0.1977943,-0.9797758
 ,0.02990723,-0.1982616,-0.979689,0.02990723,-0.1982616,-0.979689
 ,0.03329469,-0.2009757,-0.9790226,0.03329469,-0.2009757,-0.9790226
 ,0.03041077,-0.198064,-0.9797063,0.03041077,-0.198064,-0.9797063
 ,0.02897645,-0.2001748,-0.9793224,0.02897645,-0.2001748,-0.9793224
 ,0.02595521,-0.200303,-0.9793879,0.02595521,-0.200303,-0.9793879
 ,0.02597047,-0.198828,-0.9796853,0.02597047,-0.198828,-0.9796853
 ,0.0219574,-0.1958555,-0.9803743,0.0219574,-0.1958555,-0.9803743
 ,0.02365113,-0.1961086,-0.980291,0.02365113,-0.1961086,-0.980291
 ,0.02128601,-0.1989272,-0.9797685,0.02128601,-0.1989272,-0.9797685
 ,0.01364136,-0.1931593,-0.9810697,0.01364136,-0.1931593,-0.9810697
 ,0.01254273,-0.1922717,-0.9812547,0.01254273,-0.1922717,-0.9812547
 ,0.01181031,-0.1917602,-0.9813607,0.01181031,-0.1917602,-0.9813607
 ,0.01548767,-0.1926589,-0.9811288,0.01548767,-0.1926589,-0.9811288
 ,0.01835633,-0.1936945,-0.980885,0.01835633,-0.1936945,-0.980885
 ,0.01817322,-0.1937553,-0.9808797,0.01817322,-0.1937553,-0.9808797
 ,0.01464844,-0.1930667,-0.9810625,0.01464844,-0.1930667,-0.9810625
 ,0.01411438,-0.1929768,-0.9810857,0.01411438,-0.1929768,-0.9810857
 ,0.01443482,-0.1930971,-0.9810599,0.01443482,-0.1930971,-0.9810599
 ,0.01567078,-0.1930806,-0.981046,0.01567078,-0.1930806,-0.981046
 ,0.01576233,-0.1933515,-0.9809916,0.01576233,-0.1933515,-0.9809916
 ,0.01629639,-0.1916194,-0.9813269,0.01629639,-0.1916194,-0.9813269
 ,0.03984071,-0.1953252,-0.9799153,0.03984071,-0.1953252,-0.9799153
 ,0.07698061,-0.1857375,-0.9795747,0.07698061,-0.1857375,-0.9795747
 ,0.1298371,-0.1609718,-0.9783716,0.1298371,-0.1609718,-0.9783716
 ,0.1656189,-0.1521522,-0.9743797,0.1656189,-0.1521522,-0.9743797
 ,0.1905366,-0.1403584,-0.9715822,0.1905366,-0.1403584,-0.9715822
 ,0.2232972,-0.1270709,-0.9664187,0.2232972,-0.1270709,-0.9664187
 ,0.221634,-0.1282554,-0.966652,0.221634,-0.1282554,-0.966652
 ,0.2320557,-0.1216215,-0.9650574,0.2320557,-0.1216215,-0.9650574
 ,0.2313691,-0.1244389,-0.9648722,0.2313691,-0.1244389,-0.9648722
 ,0.2191926,-0.130165,-0.9669445,0.2191926,-0.130165,-0.9669445
 ,0.2250977,-0.107392,-0.9683855,0.2250977,-0.107392,-0.9683855
 ,0.2246094,-0.1163789,-0.9674613,0.2246094,-0.1163789,-0.9674613
 ,0.2230073,-0.1155318,-0.9679338,0.2230073,-0.1155318,-0.9679338
 ,0.2230683,-0.1158497,-0.9678906,0.2230683,-0.1158497,-0.9678906
 ,0.2221985,-0.1162153,-0.9680424,0.2221985,-0.1162153,-0.9680424
 ,0.2222291,-0.1158809,-0.9680717,0.2222291,-0.1158809,-0.9680717
 ,0.2222596,-0.1155617,-0.9680996,0.2222596,-0.1155617,-0.9680996
 ,0.2233277,-0.1164346,-0.9677476,0.2233277,-0.1164346,-0.9677476
 ,0.2254334,-0.1175902,-0.9671257,0.2254334,-0.1175902,-0.9671257
 ,0.2267457,-0.1176092,-0.9668176,0.2267457,-0.1176092,-0.9668176
 ,0.2294312,-0.1176902,-0.9661672,0.2294312,-0.1176902,-0.9661672
 ,0.228714,-0.1180392,-0.9663053,0.228714,-0.1180392,-0.9663053
